22 150
NAME STRING
FR1 FLOAT
FR2 FLOAT
FR3 FLOAT
FR4 FLOAT
FR5 FLOAT
FR6 FLOAT
FR7 FLOAT
FR8 FLOAT
FR9 FLOAT
FR10 FLOAT
FR11 FLOAT
FR12 FLOAT
FR13 FLOAT
FR14 FLOAT
FR15 FLOAT
FR16 FLOAT
FR17 FLOAT
FR18 FLOAT
FR19 FLOAT
FR20 FLOAT
FR21 FLOAT
"reo45" -26.10515 -17.122482 -11.798353 -8.576193 -6.501085 -5.0218434 -3.8418596 -2.8117425 -1.8567934 -0.9323453 0.0 0.9822006 2.062638 3.2989805 4.7680116 6.5893936 8.970327 12.278078 17.147335 24.629366 36.389935 
"reo46" -88.444084 -43.66706 -20.359463 -9.069477 -4.0288153 -1.9489518 -1.1141031 -0.7285395 -0.47584358 -0.24772413 0.0 0.30663875 0.72348 1.3306385 2.2962952 4.020713 7.407422 14.303964 28.154575 54.907215 104.21732 
"reo47" -100.5281 -52.058617 -26.35385 -13.489702 -7.381381 -4.533767 -3.0992732 -2.1992314 -1.4649013 -0.75416607 0.0 0.853218 1.8694685 3.1408544 4.851289 7.4280267 11.824967 19.981651 35.501865 64.595795 117.32963 
"reo48" -50.80724 -25.97595 -12.675642 -5.97865 -2.8263202 -1.4312626 -0.8251633 -0.5313486 -0.34131444 -0.1744267 0.0 0.19903833 0.44169122 0.76443493 1.257555 2.1430676 3.9150188 7.562956 14.899363 29.011847 54.860886 
"reo49" -75.54009 -39.274265 -20.173246 -10.685157 -6.192304 -4.057173 -2.902567 -2.092465 -1.3801265 -0.69000286 0.0 0.7093565 1.4723058 2.355236 3.5075197 5.27925 8.439332 14.527373 26.372831 48.81487 89.656364 
"reo5" -77.428734 -39.52464 -19.536674 -9.615526 -4.9663205 -2.850144 -1.8317957 -1.2386079 -0.79515433 -0.3986697 0.0 0.4450908 0.98943704 1.7079874 2.746499 4.440586 7.5403004 13.575424 25.39665 47.927822 89.16443 
"reo50" -21.530586 -11.58616 -6.2274365 -3.4785073 -2.1197002 -1.4431146 -1.0675856 -0.80459046 -0.5666084 -0.30944043 0.0 0.39891487 0.93535984 1.6749821 2.7162485 4.2226553 6.4804068 9.990058 15.600605 24.694525 39.432236 
"reo51" -76.267166 -38.831738 -19.017633 -9.177875 -4.606372 -2.58621 -1.6713158 -1.168181 -0.7842935 -0.4099343 0.0 0.47749153 1.0595534 1.8063825 2.8528533 4.5266957 7.566697 13.474274 25.031746 47.020668 87.173546 
"reo52" -69.37054 -34.446587 -16.359661 -7.678045 -3.8558087 -2.294195 -1.6338772 -1.2450948 -0.8826862 -0.47304243 0.0 0.5433064 1.1696115 1.9126868 2.8754883 4.344263 7.001596 12.271378 22.828665 43.307434 81.239174 
"reo53" -28.006266 -14.1225 -6.700322 -2.988246 -1.2733145 -0.5504237 -0.27189937 -0.16586529 -0.11193513 -0.0627649 0.0 0.08684772 0.210058 0.39336017 0.693056 1.2420728 2.328411 4.519452 8.843591 17.040657 31.892593 
"reo54" -87.668465 -45.64128 -23.330656 -12.144235 -6.808224 -4.290375 -2.9871502 -2.1373546 -1.4244792 -0.73001564 0.0 0.8129578 1.769902 2.965758 4.587304 7.0466275 11.227807 18.884575 33.22668 59.732727 107.22719 
"reo55" -53.490845 -27.512999 -13.9664135 -7.35463 -4.3190794 -2.9421935 -2.2222223 -1.695233 -1.1797578 -0.6195619 0.0 0.6865667 1.4508237 2.316556 3.3552318 4.769645 7.051149 11.235005 19.27839 34.58557 62.7048 
"reo56" -50.99132 -29.491707 -17.489773 -10.953726 -7.377814 -5.2947474 -3.9064817 -2.8164334 -1.8462349 -0.92011476 0.0 0.9455684 1.9556127 3.0908954 4.4650044 6.30925 9.088284 13.683347 21.66005 35.637592 59.77635 
"reo57" -8.906508 -3.442357 -0.9742754 -0.092589505 0.0538038 -0.06136464 -0.20427436 -0.28104168 -0.2689863 -0.17289011 0.0 0.25247312 0.6036073 1.0950226 1.803382 2.8653886 4.5215273 7.184797 11.540685 18.68463 30.303217 
"reo58" -25.522272 -13.549474 -7.1575656 -3.88235 -2.2338612 -1.3745981 -0.8769141 -0.5482554 -0.31294158 -0.13917935 0.0 0.14318572 0.34572497 0.68486005 1.2761738 2.3126519 4.1376686 7.3632083 13.044623 22.923248 39.748165 
"reo59" -53.656643 -27.269981 -12.992384 -5.708685 -2.2398217 -0.72081256 -0.13061015 0.047871888 0.05925117 0.020386495 0.0 0.054907646 0.24455385 0.64554614 1.3878856 2.734589 5.226399 9.913276 18.694372 34.788174 63.354534 
"reo6" -53.65671 -31.725569 -19.256348 -12.275513 -8.311971 -5.9152923 -4.2910547 -3.036577 -1.960311 -0.96816134 0.0 1.0003551 2.0984306 3.3823872 4.993042 7.187353 10.452101 15.684496 24.456442 39.3792 64.58516 
"reo60" -43.20132 -24.297947 -13.917842 -8.388237 -5.4543076 -3.8155653 -2.7767346 -1.9967474 -1.3195137 -0.67010474 0.0 0.73495823 1.5802559 2.5883982 3.840955 5.503315 7.9284987 11.826394 18.514755 30.268332 50.78247 
"reo61" -58.878025 -27.466368 -11.4414425 -3.9878447 -0.94522446 0.055801924 0.24581058 0.18706371 0.092617944 0.02432485 0.0 0.040038086 0.18375093 0.5057055 1.1623389 2.4991279 5.2485886 10.849385 21.916824 42.89501 80.920944 
"reo62" 0.38406968 1.3298485 1.2851874 0.85591614 0.37503982 -0.00298921 -0.23099504 -0.31751394 -0.29165643 -0.18111037 0.0 0.25668454 0.6153724 1.1261975 1.8685683 2.96331 4.59466 7.045407 10.748454 16.358097 24.844294 
"reo63" -39.70646 -22.82522 -13.418422 -8.286832 -5.463431 -3.812158 -2.725257 -1.9051288 -1.216616 -0.595624 0.0 0.6114175 1.285664 2.0825148 3.0954359 4.500705 6.648787 10.212057 16.402939 27.276566 46.13203 
"reo64" -25.641651 -17.481262 -12.2158575 -8.789128 -6.498296 -4.8891954 -3.675433 -2.6781747 -1.783131 -0.9112953 0.0 1.0091504 2.1789072 3.5850055 5.3282313 7.5533648 10.478442 14.437772 19.942144 27.759678 39.02073 
"reo65" -46.292397 -24.611618 -12.98764 -7.0926332 -4.2403893 -2.863185 -2.115102 -1.5837502 -1.0923195 -0.5738997 0.0 0.6547998 1.4301312 2.3971188 3.693728 5.596247 8.644968 13.84213 22.940203 38.838562 66.10663 
"reo66" -17.832743 -11.365132 -7.443083 -5.059389 -3.5686653 -2.5779684 -1.8619905 -1.2993141 -0.8262195 -0.40453172 0.0 0.4323033 0.95907295 1.6798613 2.741679 4.360616 6.853995 10.686562 16.534233 25.368902 38.567818 
"reo67" -13.566563 -9.793385 -7.211044 -5.406707 -4.101335 -3.1116922 -2.3206198 -1.6544036 -1.0660441 -0.52325404 0.0 0.5295936 1.0961589 1.7399989 2.517184 3.5080094 4.8289995 6.649634 9.214985 12.87544 18.124695 
"reo68" -7.562802 -3.4609857 -1.5959239 -0.8930786 -0.7066198 -0.68246174 -0.65361464 -0.5632338 -0.41075 -0.21646579 0.0 0.23203462 0.4937378 0.82762784 1.3169644 2.1073034 3.4419012 5.7155843 9.5517 15.906763 26.207424 
"reo69" -19.75558 -14.432721 -10.924085 -8.509697 -6.730356 -5.3082695 -4.08567 -2.9788384 -1.9449705 -0.95931125 0.0 0.9619522 1.9701155 3.0900948 4.4195504 6.1033564 8.356463 11.497031 15.99241 22.52052 32.049217 
"reo7" -35.464424 -18.209435 -8.848059 -4.062556 -1.777205 -0.7654191 -0.35114697 -0.1911039 -0.12435676 -0.075792536 0.0 0.14790678 0.427994 0.9312137 1.8085802 3.3272884 5.967245 10.571485 18.563938 32.248028 55.199562 
"reo70" -93.91538 -46.26992 -21.399502 -9.3446665 -3.992515 -1.8315455 -1.0113778 -0.66382736 -0.44176152 -0.23218568 0.0 0.28112897 0.6543401 1.205149 2.1305773 3.8953943 7.5190334 15.036732 30.178463 59.309204 112.67411 
"reo71" -43.6476 -23.437683 -12.579765 -6.9991508 -4.200437 -2.754623 -1.9115566 -1.3198127 -0.83609235 -0.40624443 0.0 0.4184826 0.9021682 1.5326953 2.449831 3.9167366 6.438946 10.954967 19.1164 33.6755 58.998047 
"reo72" -70.32464 -39.26355 -22.132988 -13.009505 -8.216916 -5.605841 -4.008797 -2.845768 -1.855169 -0.9251275 0.0 0.96295136 2.0118036 3.2182183 4.7207656 6.818405 10.139207 15.909389 26.34774 45.210537 78.51199 
"reo73" -90.60791 -45.67593 -21.862913 -10.036702 -4.569025 -2.2044547 -1.20639 -0.7404551 -0.45576215 -0.22446044 0.0 0.24546084 0.54407626 0.955334 1.6286474 2.9450924 5.7778573 11.910982 24.655956 49.70574 96.26581 
"reo74" -54.965908 -30.826443 -17.678118 -10.760711 -7.1402836 -5.1221952 -3.8064747 -2.7652178 -1.8216684 -0.9106487 0.0 0.94730157 1.9906925 3.2295697 4.841174 7.159151 10.813119 16.949587 27.554564 45.898174 77.12166 
"reo75" -32.344585 -19.166288 -11.673102 -7.535588 -5.262314 -3.9440293 -3.0581248 -2.3247824 -1.6061954 -0.8402417 0.0 0.9295054 1.965947 3.1443362 4.5402784 6.3104577 8.758963 12.438066 18.292076 27.852875 43.495747 
"reo76" -49.89639 -26.054188 -13.792676 -7.892494 -5.1871367 -3.8915877 -3.0958576 -2.3998606 -1.6660813 -0.8664685 0.0 0.9426364 1.990806 3.2056901 4.7156057 6.7984405 10.034758 15.555131 25.405268 43.052467 74.057 
"reo77" -65.424095 -33.19477 -16.43846 -8.264884 -4.494971 -2.7711775 -1.8869604 -1.3040576 -0.82629657 -0.39861584 0.0 0.40097806 0.85931075 1.466709 2.3960605 4.008494 7.0543585 12.999415 24.507553 46.11133 85.101616 
"reo78" -58.945736 -31.70628 -17.092775 -9.623755 -5.92382 -4.044232 -2.9493983 -2.145547 -1.4279008 -0.7226465 0.0 0.7653289 1.6099738 2.597748 3.859181 5.678452 8.651422 13.938457 23.635757 41.28887 72.5721 
"reo79" -3.5369198 -1.1025974 -0.1260925 0.12692133 0.08462124 -0.02898721 -0.116621725 -0.15130083 -0.13744295 -0.085982695 0.0 0.13264205 0.34315518 0.68568385 1.2446674 2.149211 3.5979693 5.8980474 9.521423 15.182396 23.939564 
"reo8" -34.556316 -15.765892 -6.5948944 -2.6053095 -1.1355342 -0.71316653 -0.6128033 -0.538133 -0.40760875 -0.22298461 0.0 0.25950447 0.574755 0.99321276 1.6184578 2.6795049 4.662267 8.523884 16.010624 30.100096 55.588448 
"reo80" -89.35668 -46.097614 -23.234495 -11.892729 -6.6027474 -4.203108 -3.011834 -2.2276607 -1.5228753 -0.7894283 0.0 0.8542959 1.7878908 2.8447394 4.160617 6.1020517 9.520213 16.158073 29.249163 54.346226 100.41812 
"reo81" -18.513208 -12.041686 -8.173821 -5.8549633 -4.406324 -3.412933 -2.6369984 -1.953043 -1.3011907 -0.6549689 0.0 0.6800479 1.4138812 2.2530005 3.2857506 4.6586285 6.60848 9.509216 13.936674 20.755259 31.229982 
"reo82" -17.17567 -9.77563 -6.1086407 -4.371025 -3.5040076 -2.9434357 -2.4313066 -1.8802694 -1.2822745 -0.6525389 0.0 0.6845719 1.4316324 2.2959208 3.368349 4.8055463 6.8858943 10.100879 15.2905855 23.832176 37.890163 
"reo83" -90.08837 -43.86105 -19.87821 -8.374227 -3.366239 -1.4264426 -0.75542504 -0.5135621 -0.3674593 -0.20842981 0.0 0.2885668 0.7057374 1.3411757 2.392219 4.316373 8.112832 15.77604 30.964294 59.926403 112.72941 
"reo84" -26.393492 -15.117856 -9.163509 -6.1287317 -4.5549693 -3.6193354 -2.9024835 -2.2210867 -1.5141541 -0.7724134 0.0 0.80232173 1.6431692 2.546552 3.5686498 4.836126 6.6167407 9.433039 14.229868 22.606506 37.124165 
"reo85" -59.418716 -27.858257 -11.7515745 -4.2502484 -1.1737295 -0.14115015 0.08371861 0.06480832 0.013843371 -0.01136913 0.0 0.057841185 0.1866951 0.44134164 0.95283914 2.0354638 4.384999 9.398827 19.648268 39.533623 76.152374 
"reo86" -46.835888 -24.471773 -13.0572405 -7.5967255 -5.082286 -3.8389254 -3.0312767 -2.3085973 -1.5650203 -0.79201514 0.0 0.8139395 1.6752821 2.6413016 3.8333495 5.5152416 8.240798 13.09359 22.041948 38.432278 67.64373 
"reo87" -21.347078 -15.115056 -10.9762535 -8.210722 -6.3083377 -4.918088 -3.807152 -2.828372 -1.894724 -0.9593859 0.0 0.9942632 2.0342436 3.1423295 4.3653946 5.790535 7.565001 9.921727 13.211859 17.945675 24.843298 
"reo88" -45.80419 -27.585905 -16.951786 -10.820453 -7.2450995 -5.0566063 -3.5923636 -2.498593 -1.5938959 -0.7817918 0.0 0.8057861 1.6958773 2.750567 4.096356 5.956672 8.739333 13.172992 20.504824 32.771698 53.157066 
"reo89" -25.418444 -15.774841 -10.241937 -7.0789547 -5.199228 -3.964816 -3.029467 -2.2230034 -1.4702413 -0.737529 0.0 0.7773603 1.6517447 2.714553 4.1103272 6.0694966 8.961839 13.377565 20.242928 30.97726 47.698368 
"reo9" -99.644585 -52.14353 -26.959965 -14.344373 -8.312896 -5.42752 -3.8750548 -2.8022432 -1.8642989 -0.94419277 0.0 1.00238 2.113817 3.426543 5.141432 7.7206535 12.168386 20.48228 36.318348 65.91198 119.29777 
"reo90" -73.46594 -40.228497 -22.211342 -12.812084 -7.9852886 -5.4075346 -3.8484662 -2.7184052 -1.7631041 -0.8762084 0.0 0.9150034 1.9210213 3.0839841 4.523934 6.5142794 9.669335 15.249569 25.613989 44.84909 79.6038 
"reo91" -30.645567 -14.30683 -5.902658 -1.9588468 -0.34131187 0.1777626 0.24749939 0.17480752 0.08494824 0.021370785 0.0 0.0331589 0.1383085 0.3467877 0.72773576 1.44238 2.8438716 5.637851 11.11893 21.49826 40.337395 
"reo92" -31.995514 -14.680168 -5.988152 -2.067981 -0.5705895 -0.15928358 -0.14035197 -0.19710393 -0.21009426 -0.14629842 0.0 0.2318466 0.5570162 0.9954126 1.6037061 2.534446 4.146886 7.186757 13.052233 24.163317 44.451885 
"reo93" -69.024605 -37.739902 -20.785963 -11.953876 -7.433054 -5.031102 -3.5852926 -2.5382712 -1.6506269 -0.8229489 0.0 0.8703646 1.8509074 3.0287185 4.5562963 6.7473755 10.254868 16.358295 27.388083 47.31408 82.525696 
"reo94" -73.46475 -37.88597 -19.21855 -10.034877 -5.7808447 -3.8431883 -2.8461127 -2.1444554 -1.4806266 -0.7725715 0.0 0.84387344 1.7678338 2.7981699 4.026933 5.7257094 8.557656 13.920562 24.453686 44.741127 82.244484 
"reo95" -22.800732 -15.002263 -10.096459 -6.97774 -4.937875 -3.5407 -2.526968 -1.7450272 -1.103032 -0.5383686 0.0 0.5605809 1.194092 1.9582036 2.9265833 4.206554 5.9696646 8.499483 12.260917 17.995358 26.845972 
"reo96" -66.483574 -33.53364 -16.097393 -7.448973 -3.452245 -1.7216334 -0.98844606 -0.6433384 -0.4255573 -0.2296098 0.0 0.31532148 0.78215194 1.4972311 2.634792 4.551823 7.981401 14.343445 26.202255 47.900185 86.396805 
"reo97" -15.483776 -8.820781 -5.4755487 -3.867009 -3.0592377 -2.5472379 -2.094976 -1.6182078 -1.1046304 -0.5638921 0.0 0.6013448 1.2779456 2.0963087 3.1643076 4.6587763 6.875499 10.309056 15.770004 24.546833 38.620186 
"reo98" -16.59062 -9.908471 -5.884031 -3.489032 -2.0669374 -1.2162746 -0.7017738 -0.38934338 -0.2009035 -0.085111015 0.0 0.096432395 0.25166818 0.52411056 0.9924984 1.7732651 3.0498147 5.1176867 8.449583 13.784226 22.24303 
"reo99" -111.61384 -57.780964 -29.402895 -15.277172 -8.569413 -5.386907 -3.7032516 -2.5838962 -1.6624291 -0.8174682 0.0 0.8389803 1.7706791 2.910715 4.4914784 7.034793 11.675025 20.682795 38.239433 71.512344 132.08144 
